UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,CleanedTweet
1857,46809,"Mumbai, India",13-03-2020,"The situation of the #Covid_19 #COVID19  widespread continues to be evident as the world goes on a shutdown. Gold prices surge high and benefit from the global outbreak and uncertainty in the market. 

#gold #Global #rsbl #bullion #fridaymorning",Positive,"['situation', 'covid19', 'covid19', 'widespread', 'continues', 'evident', 'world', 'goes', 'shutdown', 'gold', 'prices', 'surge', 'high', 'benefit', 'global', 'outbreak', 'uncertainty', 'market', 'gold', 'global', 'rsbl', 'bullion', 'fridaymorning']"
1858,46810,,13-03-2020,"A quick trip to the supermarket looked like this! Yes, its a pandemic but theres no need to panic! There is no food shortage! We must act wise and be responsible in such trying times.. 
#actwisenotstupid #beresponsible #stophoarding  #Covid_19 https://t.co/cZmQBEzHwp",Negative,"['quick', 'trip', 'supermarket', 'looked', 'like', 'yes', 'pandemic', 'there\x92s', 'need', 'panic', 'food', 'shortage', 'must', 'act', 'wise', 'responsible', 'trying', 'times', 'actwisenotstupid', 'beresponsible', 'stophoarding', 'covid19']"
1859,46811,Earth,13-03-2020,"After visiting my local grocery store, I have lost my faith in humanitys ability to survive a Zombie Apocalypse... like what the hell is toilet paper going to help you with when you catch Corona!?!? #Covid_19 #lockdown #CoronavirusPandemic #ZombieApocalypse #endoftheworld",Positive,"['visiting', 'local', 'grocery', 'store', 'lost', 'faith', 'humanity\x92s', 'ability', 'survive', 'zombie', 'apocalypse', 'like', 'hell', 'toilet', 'paper', 'going', 'help', 'catch', 'corona', 'covid19', 'lockdown', 'coronaviruspandemic', 'zombieapocalypse', 'endoftheworld']"
1860,46812,"Cleveland, Ohio ",13-03-2020,Everyone says listen to the experts the experts didnt not say clear the grocery store shelves of everything. So we failed at that America. #CoronavirusPandemic #Covid_19 #UnitedStates,Negative,"['everyone', 'says', 'listen', 'experts', 'experts', 'didnt', 'say', 'clear', 'grocery', 'store', 'shelves', 'everything', 'failed', 'america', 'coronaviruspandemic', 'covid19', 'unitedstates']"
1861,46813,"Kansas City, MO",13-03-2020,"First time in my lifetime that I have seen people panic shopping in the grocery store. Shelves bare. People running in circles. Buying 100 pounds of rice. Calm down folks!

#panicbuying #Covid_19",Negative,"['first', 'time', 'lifetime', 'seen', 'people', 'panic', 'shopping', 'grocery', 'store', 'shelves', 'bare', 'people', 'running', 'circles', 'buying', '100', 'pounds', 'rice', 'calm', 'folks', 'panicbuying', 'covid19']"
1862,46814,,13-03-2020,"So many tweets in my feed say ""stock up"", ""buy tinned food"" etc. What did we do before the locusts arrived? Oh yeah - a weekly shop. If everybody just calmed down and did a 'weekly shop' we wouldn't be in this mess. Be prepared not panicked. #Covid_19",Extremely Positive,"['many', 'tweets', 'feed', 'say', 'stock', 'buy', 'tinned', 'food', 'etc', 'locusts', 'arrived', 'oh', 'yeah', 'weekly', 'shop', 'everybody', 'calmed', 'weekly', 'shop', 'wouldnt', 'mess', 'prepared', 'panicked', 'covid19']"
1863,46815,San Diego,13-03-2020,"? Source UCSF/Berkeley Scientists? 40-70% of Americans will get infected by #coronavirus . Thats roughly 160m people. Using 1% death rate; this translates info 1.6m people dead. This will take 12-18mos to play out. The worst has yet to come. Stock up on water, food, meds, etc,",Extremely Negative,"['source', 'ucsfberkeley', 'scientists', '4070', 'americans', 'get', 'infected', 'coronavirus', 'that\x92s', 'roughly', '160m', 'people', 'using', '1', 'death', 'rate', 'translates', 'info', '16m', 'people', 'dead', 'take', '1218mos', 'play', 'worst', 'yet', 'come', 'stock', 'water', 'food', 'meds', 'etc']"
1864,46816,San Jose B&R but reside in Sac,13-03-2020,The grocery store is a fucking mad house right now remind me to never go back again until this shit dies down! ? #Covid_19,Extremely Negative,"['grocery', 'store', 'fucking', 'mad', 'house', 'right', 'remind', 'never', 'go', 'back', 'shit', 'dies', 'covid19']"
1865,46817,Canada,13-03-2020,"$UBID .0095 Going 

Shop Online, avoid the stores and the high risk of being infected with the #Coronavirus #pandemic #COVID19 

Auctions, Online Shopping 

Do it the safe way, the Ecommerce way",Negative,"['ubid', '0095', 'going', 'shop', 'online', 'avoid', 'stores', 'high', 'risk', 'infected', 'coronavirus', 'pandemic', 'covid19', 'auctions', 'online', 'shopping', 'safe', 'way', 'ecommerce', 'way']"
1866,46818,"Wexford, Ireland",13-03-2020,The real heroes are the supermarket workers! #coronapocalypse #CoronaOutbreak #CoronavirusPandemic #Coronavirusireland #coronavirus #Covid_19 #COVID19,Positive,"['real', 'heroes', 'supermarket', 'workers', 'coronapocalypse', 'coronaoutbreak', 'coronaviruspandemic', 'coronavirusireland', 'coronavirus', 'covid19', 'covid19']"
1867,46819,"England, United Kingdom",13-03-2020,People havent thought through this economic damage thing. Ive been at home 2 hours and already bought a new computer monitor. I think online shopping could do very well out of this ? #Covid_19,Negative,"['people', 'haven\x92t', 'thought', 'economic', 'damage', 'thing', 'i\x92ve', 'home', '2', 'hours', 'already', 'bought', 'new', 'computer', 'monitor', 'think', 'online', 'shopping', 'could', 'well', 'covid19']"
1868,46820,"ÜT: 40.5896566,-74.4274456",13-03-2020,I'm at a pioneer supermarket in Brooklyn and it's nice to see that's some places haven't completely lost their mind and bought everything and everything #Covid_19 https://t.co/7DxjtSblwn,Positive,"['im', 'pioneer', 'supermarket', 'brooklyn', 'nice', 'see', 'thats', 'places', 'havent', 'completely', 'lost', 'mind', 'bought', 'everything', 'everything', 'covid19']"
1869,46821,"Washington, D.C.",13-03-2020,"An update on the #coronavirus in #LatinAmerica. The region has been hit not only with the disease but with low commodity prices. On the 7th-day since its 1st case, #Peru is leading the pack, although #Brazil is the country with the highest number of cases (52) #Covid_19. https://t.co/4gLfAaqNsj",Negative,"['update', 'coronavirus', 'latinamerica', 'region', 'hit', 'disease', 'low', 'commodity', 'prices', '7thday', 'since', '1st', 'case', 'peru', 'leading', 'pack', 'although', 'brazil', 'country', 'highest', 'number', 'cases', '52', 'covid19']"
1870,46822,"Amsterdão, Holando do Norte",13-03-2020,So this is the supermarket situation in the Netherlands this morning. #Covid_19 https://t.co/HEU7mZbzpR,Neutral,"['supermarket', 'situation', 'netherlands', 'morning', 'covid19']"
1871,46823,"Cardiff, Wales",13-03-2020,"One thing Ive not seen mentioned is the implications of COVID-19 on poor people even in countries with healthcare: food

Ill explain: my local supermarkets only have expensive food because all the cheap food gets basically bought in bulk the moment it comes back in stock.",Negative,"['one', 'thing', 'i\x92ve', 'seen', 'mentioned', 'implications', 'covid19', 'poor', 'people', 'even', 'countries', 'healthcare', 'food', 'i\x92ll', 'explain', 'local', 'supermarkets', 'expensive', 'food', 'cheap', 'food', 'gets', 'basically', 'bought', 'bulk', 'moment', 'comes', 'back', 'stock']"
1872,46824,NC,13-03-2020,@BrentInGSO @gsochamber @LosChicosGSO I want to but Im over 70 and a nurse I know said not to eat out. I already risked my life on the supermarket today. #Covid_19,Negative,"['brentingso', 'gsochamber', 'loschicosgso', 'want', 'i\x92m', '70', 'nurse', 'know', 'said', 'eat', 'already', 'risked', 'life', 'supermarket', 'today', 'covid19']"
1873,46825,BA Sociology,13-03-2020,I guess this explains why the online shopping was down this afternoon. #Covid_19 https://t.co/64Tqx417EM,Neutral,"['guess', 'explains', 'online', 'shopping', 'afternoon', 'covid19']"
1874,46826,"Spencer, WV",13-03-2020,"With all the event cancellations, many wrestlers are losing bookings and income. Help them out by shopping at their online stores. Wrestlers, feel free to share your store links below! #prowrestling #indiewrestling #Covid_19 #merch",Extremely Positive,"['event', 'cancellations', 'many', 'wrestlers', 'losing', 'bookings', 'income', 'help', 'shopping', 'online', 'stores', 'wrestlers', 'feel', 'free', 'share', 'store', 'links', 'prowrestling', 'indiewrestling', 'covid19', 'merch']"
1875,46827,"Reno, NV",13-03-2020,"@MayorSchieve I have been trying to find out, to no avail, how the city will protect the homeless when COVID-19 outbreaks, and what the plan/how can we help the food insecure who cannot stock up on 3 weeks of food, nor get by without school meals for thei",Positive,"['mayorschieve', 'trying', 'find', 'avail', 'city', 'protect', 'homeless', 'covid19', 'outbreaks', 'planhow', 'help', 'food', 'insecure', 'stock', '3', 'weeks', 'food', 'get', 'without', 'school', 'meals', 'thei']"
1876,46828,"Jackson, Mississippi",13-03-2020,"Has anyone contemplated what #Coronavirus is going to do to #homeless populations? No healthcare, no ability to stock up on food, no choice about isolating?",Negative,"['anyone', 'contemplated', 'coronavirus', 'going', 'homeless', 'populations', 'healthcare', 'ability', 'stock', 'food', 'choice', 'isolating']"
1877,46829,Dallas/Ft. Worth,13-03-2020,"social distancing is critical.... everyone goes to the grocery store, together, at the same time. #Covid_19 #panicbuying",Negative,"['\x93social', 'distancing', 'critical\x94', 'everyone', 'goes', 'grocery', 'store', 'together', 'time', 'covid19', 'panicbuying']"
1878,46830,"Corpus Christi, TX",13-03-2020,@Reuters This tax cut will help put more money into the hands of the consumer BUT come tax time next year we will have to pay it back because we weren't taxed enough for this year. Right or  wrong? #Covid_19 #economy #PayrollTaxRelief,Extremely Negative,"['reuters', 'tax', 'cut', 'help', 'put', 'money', 'hands', 'consumer', 'come', 'tax', 'time', 'next', 'year', 'pay', 'back', 'werent', 'taxed', 'enough', 'year', 'right', 'wrong', 'covid19', 'economy', 'payrolltaxrelief']"
1879,46831,"Oregon, USA",13-03-2020,Grocery store as of one hour ago...11 am on a Friday. #Covid_19 #coronavirus https://t.co/W536XVBTul,Neutral,"['grocery', 'store', 'one', 'hour', 'ago11', 'friday', 'covid19', 'coronavirus']"
1880,46832,"Spring, TX",13-03-2020,Keeping old people up and at the grocery store past 9pm. #CoronavirusPandemic #COVID19 #Covid_19,Neutral,"['keeping', 'old', 'people', 'grocery', 'store', 'past', '9pm', 'coronaviruspandemic', 'covid19', 'covid19']"
1881,46833,"Spring, TX",13-03-2020,The overreaction of people at the grocery store is beyond ridiculous. Havent seen it this bad at #HEB since Harvey. #Covid_19 #stupid #Fear,Extremely Negative,"['overreaction', 'people', 'grocery', 'store', 'beyond', 'ridiculous', 'haven\x92t', 'seen', 'bad', 'heb', 'since', 'harvey', 'covid19', 'stupid', 'fear']"
1882,46834,,13-03-2020,Time to buy as much as I can at my small-town grocery store. Luckily I work there so I'll go through a side door lmao.... #ohiocoronavirus #Covid_19,Extremely Positive,"['time', 'buy', 'much', 'smalltown', 'grocery', 'store', 'luckily', 'work', 'ill', 'go', 'side', 'door', 'lmao', 'ohiocoronavirus', 'covid19']"
1883,46835,Instagram @secupp,13-03-2020,"If you live in a school closure area, ask your school board, town or church where you can safely donate food for kids who might need it. This is a time to come together.",Positive,"['live', 'school', 'closure', 'area', 'ask', 'school', 'board', 'town', 'church', 'safely', 'donate', 'food', 'kids', 'might', 'need', 'time', 'come', 'together']"
1884,46836,,13-03-2020,Lots of panic buying in the supermarket. So bought an extra packet of couscous just in case! #coronavirus #Covid_19 https://t.co/5PNM2pZdra,Negative,"['lots', 'panic', 'buying', 'supermarket', 'bought', 'extra', 'packet', 'couscous', 'case', 'coronavirus', 'covid19']"
1885,46837,"Pierre, SD",13-03-2020,Be vigilant about scam calls regarding the Covid-19 situation and exercise caution with online shopping and protecting your private information!  Questions? The Consumer Protection Division can be reached at 1-800-300-1986 or via email at consumerhelp@state.sd.us,Negative,"['vigilant', 'scam', 'calls', 'regarding', 'covid19', 'situation', 'exercise', 'caution', 'online', 'shopping', 'protecting', 'private', 'information', 'questions', 'consumer', 'protection', 'division', 'reached', '18003001986', 'via', 'email', 'consumerhelpstatesdus']"
1886,46838,,13-03-2020,About the camp out in front of the grocery store for toilet paper like Black Friday! #TheSpotsGettingHot #LordHaveMercy ???#Covid_19 #CoronaOutbreak #CoronavirusPandemic,Positive,"['camp', 'front', 'grocery', 'store', 'toilet', 'paper', 'like', 'black', 'friday', 'thespotsgettinghot', 'lordhavemercy', 'covid19', 'coronaoutbreak', 'coronaviruspandemic']"
1887,46839,"London, England",13-03-2020,"#Poll just curious? have you been stock piling food and other supplies   #Covid_19  #CoronavirusPandemic #CoronaOutbreak
#lockdown #selfisolating #QuarantineAndChill #Friday13th",Positive,"['poll', 'curious', 'stock', 'piling', 'food', 'supplies', 'covid19', 'coronaviruspandemic', 'coronaoutbreak', 'lockdown', 'selfisolating', 'quarantineandchill', 'friday13th']"
1888,46840,,13-03-2020,"Get the TV you want anywhere in the world. ?
Sports ?
Movies ?
Series ?
On demand ?
Real customer support ?

Prices starting from £4.17 per month ?
Competitive resellers packages ??

#IPTV #OTT #SPORTS #football
#PlayStation #XboxOne #ipeetv #Covid_19 #toiletpapercrisis",Positive,"['get', 'tv', 'want', 'anywhere', 'world', 'sports', 'movies', 'series', 'demand', 'real', 'customer', 'support', 'prices', 'starting', '£417', 'per', 'month', 'competitive', 'resellers', 'packages', 'iptv', 'ott', 'sports', 'football', 'playstation', 'xboxone', 'ipeetv', 'covid19', 'toiletpapercrisis']"
1889,46841,"Austin, TX",13-03-2020,"Any #Austin organizations that would be able to facilitate connection with seniors?

#Coronavirus is here. Seniors shouldn't be going to the grocery store.

Is there a way that young folks to volunteer to shop or drop off supplies for older folks?

#WeAreInThisTogether.",Negative,"['austin', 'organizations', 'would', 'able', 'facilitate', 'connection', 'seniors', 'coronavirus', 'seniors', 'shouldnt', 'going', 'grocery', 'store', 'way', 'young', 'folks', 'volunteer', 'shop', 'drop', 'supplies', 'older', 'folks', 'weareinthistogether']"
1890,46842,,13-03-2020,"#Covid_19 #Corona_Virus
My department has invoked Disaster Management Act in an effort to control the prices of surgical &amp; protective masks, hand sanitizer &amp; gloves, and to ensure that they are easily available in the market. @PMOIndia @narendramodi  @drharshvardhan",Positive,"['covid19', 'coronavirus', 'department', 'invoked', 'disaster', 'management', 'act', 'effort', 'control', 'prices', 'surgical', 'amp', 'protective', 'masks', 'hand', 'sanitizer', 'amp', 'gloves', 'ensure', 'easily', 'available', 'market', 'pmoindia', 'narendramodi', 'drharshvardhan']"
1891,46843,Toronto Canada,13-03-2020,"Headline should read:

""Area couple take advantage of pandemic and gouges others by charging hugely inflated prices for Lysol wipes."" 

Hey @the_cra, please make sure this couple declares this income &amp; pays taxes on their huge #Covid_19 windfall. 

https://t.co/o2ZXvMCz4g",Extremely Positive,"['headline', 'read', 'area', 'couple', 'take', 'advantage', 'pandemic', 'gouges', 'others', 'charging', 'hugely', 'inflated', 'prices', 'lysol', 'wipes', 'hey', 'thecra', 'please', 'make', 'sure', 'couple', 'declares', 'income', 'amp', 'pays', 'taxes', 'huge', 'covid19', 'windfall']"
